Date,total_revenue,total_quantity,transaction_count,unique_customers,avg_order_value,revenue_ma_7d,revenue_std_7d,qty_ma_7d,revenue_ma_14d,revenue_std_14d,qty_ma_14d,revenue_ma_30d,revenue_std_30d,qty_ma_30d,revenue_lag_1d,revenue_lag_7d,revenue_lag_14d,day_of_week,is_weekend,month,week_of_year,revenue_diff_1,revenue_diff_7
2010-06-18,17788.69,9315.0,47.0,44.0,378.48276595744676,24270.26714285714,4795.22651477731,15197.142857142857,27264.145,10370.024453076076,16575.14285714286,24149.55833333333,8880.3838517616,15326.633333333331,22635.35,18009.12,13714.76,4,0,6,24,-4846.66,-13046.600000000002
2010-06-19,0.0,0.0,0.0,0.0,0.0,24270.26714285714,4795.22651477731,15197.142857142857,27264.145,10370.024453076076,16575.14285714286,24149.55833333333,8880.3838517616,15326.633333333331,22635.35,18009.12,13714.76,5,1,6,24,-17788.69,0.0
2010-06-20,9078.58,4487.0,26.0,26.0,349.17615384615385,21162.165714285715,6557.831903759148,12907.142857142857,26009.427142857145,11456.529317265336,15685.142857142857,23889.003000000004,9209.15564715978,15014.6,17788.69,30835.29,26644.63,6,1,6,24,9078.58,-12069.19
2010-06-21,18116.21,11305.0,43.0,40.0,421.3072093023256,20729.08571428571,6658.274133734756,12959.0,26485.74714285714,10931.114218512224,16036.285714285714,23880.54033333333,9214.51717090146,15023.833333333334,9078.58,21147.77,11447.73,0,0,6,25,9037.63,-3201.16
2010-06-22,12414.03,6355.0,41.0,36.0,302.78121951219515,19457.18,7342.405949328376,11640.285714285714,25554.095714285715,11563.084246000417,15484.57142857143,23517.98266666667,9449.506556402624,14786.233333333334,18116.21,21317.37,25457.15,1,0,6,25,-5702.1799999999985,-14523.429999999998
2010-06-23,25098.24,15489.0,61.0,54.0,411.4465573770492,19194.434285714284,7057.493330035432,11191.142857142857,24095.176428571427,10037.667369154731,14538.357142857143,23482.438,9441.209894193467,14570.966666666667,12414.03,26937.46,45523.11,2,0,6,25,12684.210000000001,-4131.699999999997
2010-06-24,17217.85,9410.0,47.0,42.0,366.3372340425532,17478.421428571426,5498.967815825101,9893.285714285714,21881.06,7372.966073521028,13424.714285714286,23503.849666666665,9425.721229534636,14570.6,25098.24,29229.94,48215.48,3,0,6,25,-7880.390000000003,-5417.5
2010-06-25,12371.59,6502.0,40.0,37.0,309.28975,16012.169999999998,5257.826617266171,8980.42857142857,20156.96357142857,6454.147151150295,12114.642857142857,23071.854666666663,9633.760551720952,14271.666666666666,17217.85,22635.35,36508.94,4,0,6,25,-4846.259999999998,-5417.0999999999985
2010-06-26,0.0,0.0,0.0,0.0,0.0,16012.169999999998,5257.826617266171,8980.42857142857,20156.96357142857,6454.147151150295,12114.642857142857,23071.854666666663,9633.760551720952,14271.666666666666,17217.85,22635.35,36508.94,5,1,6,25,-12371.59,0.0
2010-06-27,18706.92,10851.0,55.0,52.0,340.12581818181815,16143.345714285711,5320.614770233592,9199.857142857143,20206.806428571428,6438.960826568685,12198.5,22945.60666666667,9666.351032992588,14331.633333333331,12371.59,17788.69,18009.12,6,1,6,25,18706.92,9628.339999999998
2010-06-28,51132.78,33808.0,68.0,64.0,751.9526470588235,22151.08857142857,13487.97258407827,13388.57142857143,21656.62714285714,10201.833438922342,13147.857142857143,23822.535,10950.715158154728,15000.066666666668,18706.92,9078.58,30835.29,0,0,6,26,32425.86,33016.57
2010-06-29,32236.92,20301.0,68.0,56.0,474.07235294117646,24168.332857142854,13835.409014160849,14673.714285714286,22448.709285714285,10582.665126583515,13816.357142857143,23779.226,10913.479838161742,14598.4,51132.78,18116.21,21147.77,1,0,6,26,-18895.86,19822.89
2010-06-30,31491.43,20254.0,75.0,67.0,419.88573333333335,26893.675714285717,12987.063536574698,16659.285714285714,23175.42785714285,10845.075473534704,14149.785714285714,24148.409666666663,10982.893578050804,14786.666666666666,32236.92,12414.03,21317.37,2,0,6,26,-745.489999999998,6393.189999999999
2010-07-01,28830.02,16217.0,81.0,80.0,355.9261728395062,27426.787142857145,12977.66864682007,16763.285714285714,23310.610714285714,10907.193431354195,13977.214285714286,24123.189,10970.83694156038,14726.466666666667,31491.43,25098.24,26937.46,3,0,7,26,-2661.41,11612.170000000002
2010-07-02,16726.13,8599.0,44.0,36.0,380.1393181818182,27356.54142857143,13043.302403401543,16647.428571428572,22417.481428571427,10897.136883415991,13270.357142857143,23706.671,11007.733940692711,14429.9,28830.02,17217.85,29229.94,4,0,7,26,-12103.89,4354.540000000001
2010-07-03,0.0,0.0,0.0,0.0,0.0,27356.54142857143,13043.302403401543,16647.428571428572,22417.481428571427,10897.136883415991,13270.357142857143,23706.671,11007.733940692711,14429.9,28830.02,17217.85,29229.94,5,1,7,26,-16726.13,0.0
2010-07-04,10376.29,5302.0,21.0,20.0,494.10904761904766,27071.49857142857,13441.092767873468,16476.0,21541.834285714285,11360.955108713826,12728.214285714286,23433.55133333333,11238.80376813566,14206.466666666667,16726.13,12371.59,22635.35,6,1,7,26,10376.29,-8330.629999999997
2010-07-05,30963.57,16155.0,81.0,65.0,382.2662962962963,28822.44857142857,12959.546756332971,17233.714285714286,22482.897142857146,11569.8930730844,13216.785714285714,24108.904666666665,11054.66200657933,14538.166666666666,10376.29,18706.92,17788.69,0,0,7,27,20587.28,-20169.21
2010-07-06,19917.28,11148.0,54.0,47.0,368.83851851851847,24363.091428571428,8660.72734356534,13996.57142857143,23257.09,10949.980553304107,13692.57142857143,24336.354333333333,10889.16889265776,14650.8,30963.57,51132.78,9078.58,1,0,7,27,-11046.29,-12319.64
2010-07-07,24902.95,13410.0,60.0,56.0,415.0491666666667,23315.38142857143,7965.128016482034,13012.142857142857,23741.85714285714,10854.694776336968,13842.92857142857,24709.294,10702.845610381672,14721.5,19917.28,32236.92,18116.21,2,0,7,27,4985.670000000002,-6588.48
2010-07-08,19973.45,11697.0,65.0,58.0,307.2838461538462,21669.95571428572,7141.759130587359,11789.714285714286,24281.815714285716,10427.466075885057,14224.5,24486.921333333332,10730.51630583406,14546.5,24902.95,31491.43,12414.03,3,0,7,27,-4929.5,-8856.57
2010-07-09,33408.64,13024.0,25.0,23.0,1336.3455999999999,22324.044285714284,8057.74685261713,11333.57142857143,24875.415714285715,10710.224997336883,14048.42857142857,25218.951666666664,10558.010403244603,14767.666666666666,19973.45,28830.02,25098.24,4,0,7,27,13435.189999999999,16682.51
2010-07-10,0.0,0.0,0.0,0.0,0.0,22324.044285714284,8057.74685261713,11333.57142857143,24875.415714285715,10710.224997336883,14048.42857142857,25218.951666666664,10558.010403244603,14767.666666666666,19973.45,28830.02,25098.24,5,1,7,27,-33408.64,0.0
2010-07-11,7609.23,5711.0,26.0,24.0,292.6626923076923,21021.63,9685.718355363872,10921.0,24189.08571428572,11516.223091139194,13784.214285714286,24624.021,11036.152519166537,14488.733333333334,33408.64,16726.13,17217.85,6,1,7,27,7609.23,-2767.0600000000013
2010-07-12,16101.17,8861.0,47.0,38.0,342.57808510638296,21839.47,8841.987591348792,11429.42857142857,24455.484285714287,11262.161790580469,13952.714285714286,23643.289666666667,10404.102738584625,13826.233333333334,7609.23,10376.29,12371.59,0,0,7,28,8491.94,-14862.4
2010-07-13,17419.12,8822.0,49.0,38.0,355.49224489795915,19904.54857142857,7949.500132740856,10381.857142857143,24363.49857142857,11317.847438636183,13807.785714285714,22616.74433333333,9363.26120366915,13286.933333333332,16101.17,30963.57,18706.92,1,0,7,28,1317.949999999999,-2498.16
2010-07-14,19418.63,12055.0,52.0,47.0,373.4351923076923,19833.312857142857,7951.600962935478,10511.42857142857,22098.202142857142,8326.200835692078,12254.0,22047.06733333333,9001.815964291432,12860.666666666666,17419.12,19917.28,51132.78,2,0,7,28,1999.510000000002,-5484.32
2010-07-15,55836.91,27673.0,78.0,64.0,715.8578205128206,24252.45,15880.932603260411,12549.0,23783.915714285715,12079.72570143856,12780.57142857143,23307.99366666667,10871.821249613213,13460.533333333333,19418.63,24902.95,32236.92,3,0,7,28,36418.28,35863.46000000001
2010-07-16,21137.76,14039.0,62.0,56.0,340.93161290322575,24418.78,15834.676689729607,12883.57142857143,23044.367857142857,11886.955935697017,12336.642857142857,22984.74266666667,10784.109332926386,13244.6,55836.91,19973.45,31491.43,4,0,7,28,-34699.15000000001,-12270.880000000001
2010-07-17,0.0,0.0,0.0,0.0,0.0,24418.78,15834.676689729607,12883.57142857143,23044.367857142857,11886.955935697017,12336.642857142857,22984.74266666667,10784.109332926386,13244.6,55836.91,19973.45,31491.43,5,1,7,28,-21137.76,0.0
2010-07-18,14581.99,9382.0,39.0,37.0,373.89717948717947,21729.25857142857,15651.049439206316,12363.285714285714,22026.65142857143,11963.19352943972,11848.42857142857,22765.88333333333,10888.792419978838,13192.6,21137.76,33408.64,28830.02,6,1,7,28,14581.99,6972.76
2010-07-19,28611.56,18120.0,56.0,54.0,510.9207142857143,24729.591428571428,14460.918462134892,14136.0,22875.610714285714,11979.820339647098,12528.5,23009.023,10936.66476375088,13277.066666666668,14581.99,7609.23,16726.13,0,0,7,29,14029.570000000002,12510.390000000001
2010-07-20,23124.39,11707.0,54.0,48.0,428.2294444444444,25732.90857142857,13998.74681810413,14542.57142857143,23786.18928571429,11428.473099240704,12986.0,22881.920666666665,10911.563765854551,13046.2,28611.56,16101.17,10376.29,1,0,7,29,-5487.170000000002,5705.27
2010-07-21,19142.73,12555.0,46.0,42.0,416.14630434782606,25979.13857142857,13842.42538699344,15075.857142857143,22941.84357142857,11293.2791809585,12728.857142857143,22545.68033333333,10864.521445902048,12848.2,23124.39,17419.12,30963.57,2,0,7,29,-3981.66,-275.90000000000146
2010-07-22,21620.39,13161.0,61.0,57.0,354.4326229508197,26293.67571428572,13692.71293219115,15233.857142857143,23063.494285714285,11267.3356374274,12872.642857142857,22511.84833333333,10865.812797296088,12857.166666666666,19142.73,19418.63,19917.28,3,0,7,29,2477.66,-34216.520000000004
2010-07-23,23886.33,12828.0,38.0,37.0,628.5876315789474,21729.307142857146,4322.436095477851,13113.142857142857,22990.87857142857,11257.840753018343,12831.07142857143,22715.103,10831.391711857608,12974.266666666666,21620.39,55836.91,24902.95,4,0,7,29,2265.9400000000023,2748.5700000000033
2010-07-24,0.0,0.0,0.0,0.0,0.0,21729.307142857146,4322.436095477851,13113.142857142857,22990.87857142857,11257.840753018343,12831.07142857143,22715.103,10831.391711857608,12974.266666666666,21620.39,55836.91,24902.95,5,1,7,29,-23886.33,0.0
2010-07-25,17230.6,11531.0,54.0,51.0,319.08518518518514,21171.141428571427,4651.313756701463,12754.857142857143,22794.96071428572,11337.97322888711,12819.214285714286,22986.837,10576.75098193175,13209.066666666668,23886.33,21137.76,19973.45,6,1,7,29,17230.6,2648.6099999999988
2010-07-26,20232.85,14216.0,52.0,47.0,389.0932692307692,21978.407142857144,3712.816691357541,13445.42857142857,21853.83285714286,10928.64760628225,12904.357142857143,23057.391666666663,10550.166327947598,13306.1,17230.6,14581.99,33408.64,0,0,7,30,3002.25,-8378.710000000003
2010-07-27,28265.86,14179.0,64.0,56.0,441.6540625,21929.02142857143,3610.778324795588,12882.42857142857,23329.306428571428,10229.619401947535,13509.214285714286,23585.786,10394.536453714389,13566.9,20232.85,28611.56,7609.23,1,0,7,30,8033.010000000002,5141.470000000001
2010-07-28,23252.72,13351.0,63.0,60.0,369.09079365079367,21947.35428571428,3618.1772550960777,13117.285714285714,23840.131428571425,10017.266589918125,13829.92857142857,23524.268666666663,10390.73715305019,13495.633333333331,28265.86,23124.39,16101.17,2,0,7,30,-5013.139999999999,4109.990000000002
2010-07-29,32801.91,12799.0,65.0,60.0,504.64476923076927,23898.66571428571,5193.736423606292,13152.142857142857,24938.902142857143,10102.075633547303,14114.0,24043.73733333333,10453.94401793061,13608.6,23252.72,19142.73,17419.12,3,0,7,30,9549.190000000002,11181.520000000004
2010-07-30,14363.69,8090.0,44.0,39.0,326.4475,22861.994285714285,6325.237759870741,12427.714285714286,24577.835,10400.486867187245,13830.785714285714,24110.140666666663,10383.334510738645,13661.533333333333,32801.91,21620.39,19418.63,4,0,7,30,-18438.22,-9522.640000000001
2010-07-31,0.0,0.0,0.0,0.0,0.0,22861.994285714285,6325.237759870741,12427.714285714286,24577.835,10400.486867187245,13830.785714285714,24110.140666666663,10383.334510738645,13661.533333333333,32801.91,21620.39,19418.63,5,1,7,30,-14363.69,0.0
2010-08-01,30637.95,9702.0,32.0,27.0,957.4359375,23826.51142857143,6987.559978231342,11981.142857142857,22777.90928571429,5687.03396974401,12547.142857142857,24507.841666666667,10397.725132256206,13623.233333333334,14363.69,23886.33,55836.91,6,1,8,30,30637.95,13407.350000000002
2010-08-02,26124.16,11762.0,57.0,49.0,458.31859649122805,25097.02,6369.586117768262,12014.142857142857,23134.08071428572,5732.377079773679,12384.5,23674.221,9112.600959332258,12888.366666666669,30637.95,17230.6,21137.76,0,0,8,31,-4513.790000000001,5891.310000000001
2010-08-03,22362.79,15479.0,50.0,47.0,447.2558,25401.297142857144,6145.425612007951,12194.57142857143,23689.852142857144,5191.073686556956,12820.0,23345.08333333333,8969.864259287526,12727.633333333331,26124.16,20232.85,14581.99,1,0,8,31,-3761.369999999999,-5903.07
2010-08-04,17555.5,10923.0,49.0,47.0,358.2755102040816,23871.24571428572,6627.731468888483,11729.42857142857,22900.13357142857,5225.603316829099,12305.92857142857,22880.552333333333,8893.969517818277,12416.6,22362.79,28265.86,28611.56,2,0,8,31,-4807.290000000001,-5697.220000000001
2010-08-05,23145.06,16453.0,51.0,48.0,453.824705882353,23855.86571428572,6629.530681777406,12172.57142857143,22901.61,5225.674471116308,12644.92857142857,22691.053666666667,8823.117414089555,12424.466666666667,17555.5,23252.72,23124.39,3,0,8,31,5589.560000000001,-9656.850000000002
2010-08-06,14728.15,9731.0,34.0,31.0,433.1808823529412,21273.9,6059.726609817694,11734.285714285714,22586.282857142854,5590.403800152565,12443.214285714286,22624.45433333333,8877.07058410627,12462.2,23145.06,32801.91,19142.73,4,0,8,31,-8416.910000000002,364.4599999999991
2010-08-07,0.0,0.0,0.0,0.0,0.0,21273.9,6059.726609817694,11734.285714285714,22586.282857142854,5590.403800152565,12443.214285714286,22624.45433333333,8877.07058410627,12462.2,23145.06,32801.91,19142.73,5,1,8,31,-14728.15,0.0
2010-08-08,13950.71,8116.0,43.0,41.0,324.43511627906975,21214.902857142857,6139.699563854065,11738.0,22038.448571428573,6049.300317639853,12082.857142857143,22743.60166666667,8729.773688881258,12556.0,14728.15,14363.69,21620.39,6,1,8,31,13950.71,-16687.24
2010-08-09,31336.59,100084.0,49.0,41.0,639.5222448979592,21314.70857142857,6321.398438419061,24649.714285714286,22570.61,6532.748706300949,18315.42857142857,22756.035666666667,8742.142170363408,15353.633333333331,13950.71,30637.95,23886.33,0,0,8,32,17385.88,5212.43
2010-08-10,28209.74,18426.0,39.0,33.0,723.3266666666667,21612.648571428574,6627.590398672831,25601.714285714286,23354.834285714285,6501.316113552228,18807.92857142857,23032.451,8780.30444096306,15596.233333333334,31336.59,26124.16,17230.6,1,0,8,32,-3126.8499999999985,5846.950000000001
2010-08-11,18629.86,7532.0,39.0,35.0,477.68871794871797,21079.37285714286,6706.879074780097,24466.42857142857,23240.335,6574.2358469006,18330.5,22823.348,8808.872790368388,15400.3,28209.74,22362.79,20232.85,2,0,8,32,-9579.880000000001,1074.3600000000006
2010-08-12,26031.28,17702.0,71.0,56.0,366.6377464788732,22290.198571428573,6729.714872710456,25434.85714285714,23080.722142857143,6469.123739186802,18582.14285714286,23025.27566666667,8810.723522873821,15600.466666666667,18629.86,17555.5,28265.86,3,0,8,32,7401.419999999998,2886.2199999999975
2010-08-13,15150.14,12562.0,40.0,34.0,378.7535,21148.067142857144,7220.950682427934,24879.0,22501.96642857143,6806.215715597025,18525.785714285717,22416.659,8698.647735534121,15585.066666666668,26031.28,23145.06,23252.72,4,0,8,32,-10881.14,421.9899999999998
2010-08-14,0.0,0.0,0.0,0.0,0.0,21148.067142857144,7220.950682427934,24879.0,22501.96642857143,6806.215715597025,18525.785714285717,22416.659,8698.647735534121,15585.066666666668,26031.28,23145.06,23252.72,5,1,8,32,-15150.14,0.0
2010-08-15,20484.46,16575.0,56.0,52.0,365.7939285714286,21970.397142857146,6675.130766071665,25856.714285714286,21622.14857142857,6135.419382094616,18795.5,22845.83333333333,8248.877502558527,15947.2,15150.14,14728.15,32801.91,6,1,8,32,20484.46,6533.75
2010-08-16,14270.74,10076.0,34.0,32.0,419.72764705882355,22016.11571428572,6611.844566114758,26136.714285714286,21615.509285714284,6143.922531523395,18937.35714285714,22784.819,8307.050352569182,15987.7,20484.46,13950.71,14363.69,0,0,8,33,-6213.719999999999,-17065.85
2010-08-17,28802.52,18060.0,44.0,40.0,654.6027272727273,21654.105714285717,6063.07973085966,14419.0,21484.407142857144,5953.210192260746,19534.35714285714,23164.265666666663,8313.487354117218,16295.633333333331,14270.74,31336.59,30637.95,1,0,8,33,14531.78,592.7799999999988
2010-08-18,35122.520000000004,22420.0,55.0,47.0,638.5912727272728,22641.64571428572,7661.166258681591,14989.57142857143,22127.147142857146,6902.711064582823,20295.64285714286,23687.728666666662,8560.24843018317,16641.133333333335,28802.52,28209.74,26124.16,2,0,8,33,6320.000000000004,16492.660000000003
2010-08-19,30663.35,22152.0,67.0,55.0,457.66194029850743,24360.71571428571,7955.372545590056,17078.14285714286,22720.044285714284,7271.156472870366,20772.285714285717,22848.61,6211.845111218215,16457.1,35122.520000000004,18629.86,22362.79,3,0,8,33,-4459.1700000000055,4632.07
2010-08-20,23250.77,18521.0,56.0,49.0,415.19232142857146,23963.5,7927.425456655695,17195.14285714286,23126.84928571429,7117.684377557774,21315.0,22919.043666666665,6203.751559056271,16606.5,30663.35,26031.28,17555.5,4,0,8,33,-7412.579999999998,8100.630000000001
2010-08-21,0.0,0.0,0.0,0.0,0.0,23963.5,7927.425456655695,17195.14285714286,23126.84928571429,7117.684377557774,21315.0,22919.043666666665,6203.751559056271,16606.5,30663.35,26031.28,17555.5,5,1,8,33,-23250.77,0.0
2010-08-22,22677.01,13884.0,60.0,51.0,377.95016666666663,25038.76714285714,6987.4982678106335,17384.0,23093.417142857143,7118.691417773584,21131.5,23188.877666666664,6001.371319199901,16756.566666666666,23250.77,15150.14,23145.06,6,1,8,33,22677.01,2192.5499999999993
2010-08-23,20655.35,12896.0,44.0,37.0,469.43977272727267,25063.18,6969.209097159648,16858.428571428572,23516.78857142857,6749.598548800275,21357.571428571428,22923.670666666665,5928.83226794279,16582.433333333334,22677.01,20484.46,14728.15,0,0,8,34,-2021.6599999999999,6384.609999999999
2010-08-24,26577.16,18872.0,60.0,53.0,442.9526666666667,26821.24,5092.465057664398,18115.0,24418.67785714285,6193.733815372983,22125.85714285714,23038.763,5966.258050076086,16821.266666666666,20655.35,14270.74,13950.71,1,0,8,34,5921.810000000001,-2225.3600000000006
2010-08-25,30466.76,17238.0,69.0,62.0,441.5472463768116,27058.988571428574,5237.172855824074,17997.571428571428,24356.547142857144,6122.958984996124,16208.285714285714,23416.230666666663,6068.608968591453,16977.366666666665,26577.16,28802.52,31336.59,2,0,8,34,3889.5999999999985,-4655.760000000006
2010-08-26,31964.34,16961.0,70.0,64.0,456.63342857142857,26607.820000000003,4512.666231656496,17217.714285714286,24624.73285714286,6381.479418510086,16103.642857142857,23761.029,6254.077242090164,17104.033333333333,30466.76,35122.520000000004,28209.74,3,0,8,34,1497.5800000000017,1300.9900000000016
2010-08-27,12166.64,6611.0,31.0,29.0,392.4722580645161,23965.432857142856,6650.937610998159,14997.57142857143,24163.074285714283,7047.55500727374,16037.857142857143,23370.37266666667,6602.3161222626495,16896.8,31964.34,30663.35,18629.86,4,0,8,34,-19797.7,-11084.130000000001
2010-08-28,0.0,0.0,0.0,0.0,0.0,23965.432857142856,6650.937610998159,14997.57142857143,24163.074285714283,7047.55500727374,16037.857142857143,23370.37266666667,6602.3161222626495,16896.8,31964.34,30663.35,18629.86,5,1,8,34,-12166.64,0.0
2010-08-29,14449.3,8766.0,39.0,36.0,370.49487179487176,22708.08,7576.16123922263,13604.0,23335.79,7478.019270751996,15399.57142857143,23277.662666666667,6710.15093610237,16804.633333333335,12166.64,23250.77,26031.28,6,1,8,34,14449.3,-8227.71
2010-08-30,0.0,0.0,0.0,0.0,0.0,22708.08,7576.16123922263,13604.0,23335.79,7478.019270751996,15399.57142857143,23277.662666666667,6710.15093610237,16804.633333333335,12166.64,23250.77,26031.28,0,0,8,35,-14449.3,-20655.35
2010-08-31,22811.75,11038.0,54.0,48.0,422.43981481481484,22727.32857142857,7576.240308883226,13197.42857142857,23883.047857142858,7103.882548983783,15290.714285714286,23363.626,6686.275550993329,16698.7,14449.3,22677.01,15150.14,1,0,8,35,22811.75,-3765.41
2010-09-01,20351.36,11835.0,37.0,35.0,550.0367567567567,22683.90142857143,7590.953314554568,13045.857142857143,23873.540714285715,7108.868073933535,14952.142857142857,23099.80933333333,6642.174583741616,16620.566666666666,22811.75,20655.35,20484.46,2,0,9,35,-2460.3899999999994,-10115.399999999998
2010-09-02,33430.57,21102.0,87.0,77.0,384.2594252873563,23662.96,8557.248064444126,13364.42857142857,25242.1,6960.712456650461,15739.714285714286,23439.071,6904.981442088655,16878.933333333334,20351.36,26577.16,14270.74,3,0,9,35,13079.21,1466.2299999999996
2010-09-03,34739.16,30598.0,54.0,49.0,643.3177777777778,24273.30285714285,9247.899309174123,15273.0,25666.14571428572,7363.474744523906,16635.285714285714,23503.646,7003.911350837505,17472.233333333334,33430.57,30466.76,28802.52,4,0,9,35,1308.5900000000038,22572.520000000004
2010-09-04,0.0,0.0,0.0,0.0,0.0,24273.30285714285,9247.899309174123,15273.0,25666.14571428572,7363.474744523906,16635.285714285714,23503.646,7003.911350837505,17472.233333333334,33430.57,30466.76,28802.52,5,1,9,35,-34739.16,0.0
2010-09-05,12286.71,7222.0,35.0,35.0,351.0488571428571,21462.21285714285,9507.47615361317,13881.714285714286,24035.016428571427,7631.957159104672,15549.714285714286,23434.41333333333,7106.88232432786,17443.3,34739.16,31964.34,35122.520000000004,6,1,9,35,12286.71,-2162.59
2010-09-06,23717.79,14951.0,49.0,41.0,484.0365306122449,23112.377142857145,8582.649893682204,15073.142857142857,23538.905,7389.847848950751,15035.357142857143,23203.74133333333,6976.113406285049,17618.266666666666,12286.71,12166.64,30663.35,0,0,9,36,11431.080000000002,23717.79
2010-09-07,24397.45,14936.0,49.0,45.0,497.90714285714284,24533.541428571425,7685.872606729854,15954.57142857143,23620.81071428571,7392.762698397823,14779.285714285714,23146.18433333333,6958.287790799122,17724.066666666666,23717.79,14449.3,23250.77,1,0,9,36,679.6599999999999,1585.7000000000007
2010-09-08,16175.22,9924.0,48.0,45.0,336.98375,23585.46571428571,8317.05942446976,15795.42857142857,23156.397142857146,7656.142661411377,14496.42857142857,22939.932,7073.066292860748,17538.9,24397.45,22811.75,22677.01,2,0,9,36,-8222.230000000001,-4176.140000000001
2010-09-09,23526.38,12862.0,63.0,59.0,373.4346031746032,24039.04,8196.999539900728,15942.142857142857,23361.470714285715,7622.37417083362,14494.0,23138.961333333333,6999.958546037722,17603.533333333333,16175.22,20351.36,20655.35,3,0,9,36,7351.160000000002,-9904.189999999999
2010-09-10,15988.35,9905.0,43.0,38.0,371.82209302325583,21547.294285714284,7486.610331622796,14342.57142857143,22605.12714285714,7801.9776443347155,13853.5,22900.40433333333,7120.652555625978,17385.266666666666,23526.38,33430.57,26577.16,4,0,9,36,-7538.030000000001,-18750.810000000005
2010-09-11,0.0,0.0,0.0,0.0,0.0,21547.294285714284,7486.610331622796,14342.57142857143,22605.12714285714,7801.9776443347155,13853.5,22900.40433333333,7120.652555625978,17385.266666666666,23526.38,33430.57,26577.16,5,1,9,36,-15988.35,0.0
2010-09-12,15528.75,9278.0,48.0,46.0,323.515625,18802.95,4929.056382496811,11296.857142857143,21538.126428571424,7664.363549584125,13284.92857142857,22927.091000000004,7090.404572612672,17370.166666666668,15988.35,34739.16,30466.76,6,1,9,36,15528.75,3242.040000000001
2010-09-13,32892.16,27446.0,66.0,52.0,498.36606060606067,21746.58571428572,6339.861947610629,14186.0,21604.399285714288,7764.805964608669,14033.857142857143,23558.472666666665,7106.842679209533,18014.5,15528.75,12286.71,31964.34,0,0,9,37,17363.410000000003,9174.370000000003
2010-09-14,19705.02,11071.0,62.0,56.0,317.82290322580644,21173.332857142854,6313.281099538479,13631.714285714286,22142.855,7307.930409086932,14352.42857142857,23170.753666666667,6984.093702856958,15047.4,32892.16,23717.79,12166.64,1,0,9,37,-13187.140000000003,-4692.43
2010-09-15,33812.4,21295.0,65.0,61.0,520.1907692307692,22518.325714285715,7914.471511532609,14540.142857142857,23525.933571428573,7567.556319910972,15247.357142857143,23357.509,7195.200285819547,15143.033333333333,19705.02,24397.45,14449.3,2,0,9,37,14107.380000000001,17637.18
2010-09-16,27099.271,14409.0,65.0,51.0,416.91186153846155,24078.90442857143,7522.581383019397,15180.857142857143,23832.18507142857,7622.98364251425,15488.142857142857,23639.8227,7169.41635310253,15372.266666666666,33812.4,16175.22,22811.75,3,0,9,37,-6713.129000000001,3572.8909999999996
2010-09-17,19486.54,11401.0,45.0,41.0,433.03422222222224,23501.784428571427,7724.295429840619,14972.142857142857,23770.41221428572,7656.789347667202,15457.142857142857,23421.6647,7193.671299660848,15162.233333333334,27099.271,23526.38,20351.36,4,0,9,37,-7612.731,3498.1900000000005
2010-09-18,0.0,0.0,0.0,0.0,0.0,23501.784428571427,7724.295429840619,14972.142857142857,23770.41221428572,7656.789347667202,15457.142857142857,23421.6647,7193.671299660848,15162.233333333334,27099.271,23526.38,20351.36,5,1,9,37,-19486.54,0.0
2010-09-19,22783.53,13649.0,57.0,54.0,399.7110526315789,24472.524428571425,7017.315236889155,15507.0,23009.90935714286,7134.432672226953,14924.785714285714,23676.11103333333,7024.01079842562,15198.466666666667,19486.54,15988.35,33430.57,6,1,9,37,22783.53,7254.779999999999
2010-09-20,38563.96,24263.0,72.0,59.0,535.6105555555555,27763.268714285718,7508.115038189086,17647.714285714286,23283.109357142854,7671.174414183029,14472.285714285714,24278.76103333333,7500.185981731504,15454.733333333334,22783.53,15528.75,34739.16,0,0,9,38,15780.43,5671.799999999996
2010-09-21,54698.89,35197.0,100.0,76.0,546.9889,30878.51585714286,12711.671562382337,18755.0,26312.550785714287,10750.868226180006,16470.5,25626.366033333336,9101.105441232514,16292.1,38563.96,32892.16,12286.71,1,0,9,38,16134.93,34993.869999999995
2010-09-22,27208.8,14065.0,70.0,39.0,388.69714285714286,31950.484428571428,11903.049692795412,19182.714285714286,26561.90864285714,10726.513331866014,16407.214285714286,25573.242033333336,9086.566374330196,16158.933333333332,54698.89,19705.02,23717.79,2,0,9,38,-27490.09,-6603.600000000002
2010-09-23,34305.1,20697.0,81.0,72.0,423.5197530864197,32020.870142857144,11917.342809169604,19097.285714285717,27269.59792857143,10898.18524338298,16818.714285714286,25545.9947,9058.12519067502,16101.5,27208.8,33812.4,24397.45,3,0,9,38,7096.299999999999,7205.828999999998
2010-09-24,47106.39,27622.0,55.0,45.0,856.4798181818181,34879.03,12899.00244619714,20984.85714285714,29478.967214285716,11589.419783319903,18082.85714285714,26094.09603333333,9842.010929938904,16283.833333333334,34305.1,27099.271,16175.22,4,0,9,38,12801.29,27619.85
2010-09-25,0.0,0.0,0.0,0.0,0.0,34879.03,12899.00244619714,20984.85714285714,29478.967214285716,11589.419783319903,18082.85714285714,26094.09603333333,9842.010929938904,16283.833333333334,34305.1,27099.271,16175.22,5,1,9,38,-47106.39,0.0
